LeadId,FirstName,LastName,Company,Country,Region,Source,Status,Score,Rating,IsConverted,ConvertedAccountId,Product_Interest,CreatedDate,LastActivityDate,SalesRep
LED00599,Budi,Kumar,Air Force Spain,Spain,Europe,LinkedIn,Working,46,Warm,False,,Rafale F4,2019-06-18,2024-06-09,Sophie Leclerc
LED00600,Mohammed,Patel,Ministry of Defense France,France,Europe,Air Show Le Bourget,Disqualified,61,Warm,False,,Training Program,2022-09-27,2023-05-21,Antoine Morel
LED00601,Yiannis,Hassan,Air Force Greece,Greece,Europe,Partner Network,Working,7,Cold,False,,Offset Industrial Package,2018-09-09,2018-12-09,Isabelle Bernard
LED00602,Mohammed,Singh,Air Force France,France,Europe,Dubai Airshow,Disqualified,16,Cold,False,,Falcon 8X,2023-12-16,2024-11-30,Jean-Pierre Martin
LED00603,Rajesh,Schmidt,Air Force Greece,Greece,Europe,Dubai Airshow,Working,4,Cold,False,,Spare Parts Package,2019-05-26,2024-10-05,Isabelle Bernard
LED00604,Hans,Hassan,Air Force Qatar,Qatar,Middle East,Partner Network,Disqualified,54,Warm,False,,Offset Industrial Package,2021-06-16,2023-05-29,Marc Dupont
LED00605,Khalid,Al-Farsi,Air Force Indonesia,Indonesia,Asia,Euronaval,Disqualified,22,Cold,False,,Falcon 10X,2020-10-26,2023-05-29,Isabelle Bernard
LED00606,Siti,Al-Farsi,Air Force Egypt,Egypt,Africa,Air Show Le Bourget,Nurturing,5,Cold,False,,Rafale F3-R,2019-05-01,2023-11-06,Isabelle Bernard
LED00607,Khalid,Al-Thani,Air Force Egypt,Egypt,Africa,Dubai Airshow,Working,57,Warm,False,,Rafale F3-R,2019-01-04,2019-02-26,Antoine Morel
LED00608,Mohammed,Singh,Ministry of Defense Qatar,Qatar,Middle East,DSEI London,New,57,Warm,False,,Training Program,2018-05-05,2019-04-15,Sophie Leclerc
LED00609,Yiannis,Horvat,Air Force Indonesia,Indonesia,Asia,Air Show Le Bourget,New,57,Warm,False,,Rafale F3-R,2018-08-09,2021-10-30,Marc Dupont
LED00610,Hamad,Al-Farsi,Ministry of Defense Croatia,Croatia,Europe,Euronaval,Working,38,Cold,False,,Rafale F3-R,2022-06-29,2022-07-16,Antoine Morel
LED00611,Sunita,Nikolaou,Air Force France,France,Europe,Embassy Referral,Nurturing,44,Warm,False,,Spare Parts Package,2023-12-04,2024-10-04,Marc Dupont
LED00612,Amit,Santoso,Ministry of Defense India,India,Asia,Partner Network,New,26,Cold,False,,Falcon 6X,2018-01-23,2024-11-13,Isabelle Bernard
LED00613,Fatima,Papadopoulos,Air Force Croatia,Croatia,Europe,Aero India Bangalore,Converted,32,Cold,True,ACC0019,Rafale F4,2022-06-01,2023-11-20,Sophie Leclerc
LED00614,Khaled,Al-Rashid,Air Force Croatia,Croatia,Europe,Aero India Bangalore,New,2,Cold,False,,Falcon 10X,2020-12-25,2022-11-01,Antoine Morel
LED00615,Yiannis,Al-Farsi,Ministry of Defense Egypt,Egypt,Africa,Air Show Le Bourget,New,14,Cold,False,,Rafale F3-R,2023-06-13,2023-07-03,Marc Dupont
LED00616,Miguel,García,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Disqualified,98,Hot,False,,MRO Contract Rafale,2018-10-06,2021-07-23,Jean-Pierre Martin
LED00617,Priya,López,Air Force France,France,Europe,LinkedIn,Working,5,Cold,False,,Offset Industrial Package,2023-08-18,2024-10-11,Isabelle Bernard
LED00618,Ahmed,Santoso,Air Force Germany,Germany,Europe,Embassy Referral,Disqualified,67,Warm,False,,Training Program,2020-07-05,2024-05-08,Jean-Pierre Martin
LED00619,Mohammed,Al-Rashid,Ministry of Defense Indonesia,Indonesia,Asia,Embassy Referral,Nurturing,77,Hot,False,,Rafale F4,2021-04-13,2022-02-11,Sophie Leclerc
LED00620,Carlos,Horvat,Air Force Greece,Greece,Europe,Partner Network,Nurturing,6,Cold,False,,Falcon 8X,2024-05-27,2024-08-17,Isabelle Bernard
LED00621,Miguel,Schmidt,Air Force UAE,UAE,Middle East,Aero India Bangalore,Converted,94,Hot,True,ACC0019,Rafale F4,2023-10-13,2024-08-20,Isabelle Bernard
LED00622,Hamad,Al-Rashid,Ministry of Defense Egypt,Egypt,Africa,Air Show Le Bourget,Converted,91,Hot,True,ACC0022,Falcon 8X,2020-12-17,2021-02-08,Sophie Leclerc
LED00623,Hamad,Al-Farsi,Air Force India,India,Asia,Partner Network,Nurturing,65,Warm,False,,Rafale F3-R,2024-01-24,2024-04-14,Jean-Pierre Martin
LED00624,Ivana,Patel,Ministry of Defense Egypt,Egypt,Africa,Euronaval,Disqualified,69,Warm,False,,Offset Industrial Package,2018-12-09,2024-09-09,Antoine Morel
LED00625,Rajesh,Marić,Ministry of Defense France,France,Europe,Partner Network,New,14,Cold,False,,Offset Industrial Package,2022-12-26,2023-10-18,Antoine Morel
LED00626,Klaus,Marić,Air Force Egypt,Egypt,Africa,Air Show Le Bourget,Disqualified,69,Warm,False,,Rafale F4,2020-12-01,2023-06-13,Marc Dupont
LED00627,Yiannis,Kumar,Ministry of Defense Germany,Germany,Europe,Dubai Airshow,Disqualified,56,Warm,False,,Rafale F3-R,2022-03-12,2024-06-20,Jean-Pierre Martin
LED00628,Khalid,Hassan,Ministry of Defense Spain,Spain,Europe,Euronaval,Nurturing,5,Cold,False,,Falcon 8X,2021-08-04,2022-08-25,Isabelle Bernard
LED00629,Hamad,Wijaya,Ministry of Defense Greece,Greece,Europe,DSEI London,Nurturing,76,Hot,False,,Offset Industrial Package,2018-12-11,2021-12-22,Sophie Leclerc
LED00630,Miguel,Al-Sabah,Ministry of Defense Spain,Spain,Europe,Embassy Referral,Working,64,Warm,False,,Rafale F3-R,2022-05-26,2023-02-23,Jean-Pierre Martin
LED00631,Miguel,Al-Rashid,Air Force UAE,UAE,Middle East,LinkedIn,New,91,Hot,False,,Spare Parts Package,2018-12-29,2019-06-27,Isabelle Bernard
LED00632,Ante,Horvat,Air Force France,France,Europe,Dubai Airshow,Working,62,Warm,False,,Spare Parts Package,2024-03-15,2024-09-12,Jean-Pierre Martin
LED00633,Hamad,Müller,Ministry of Defense Germany,Germany,Europe,Partner Network,Converted,84,Hot,True,ACC0029,Offset Industrial Package,2022-06-19,2023-08-24,Marc Dupont
LED00634,Hans,Al-Rashid,Air Force Indonesia,Indonesia,Asia,Embassy Referral,Working,69,Warm,False,,Training Program,2020-12-20,2023-11-02,Marc Dupont
LED00635,Amit,Al-Farsi,Air Force Egypt,Egypt,Africa,Aero India Bangalore,New,56,Warm,False,,Falcon 8X,2024-04-16,2024-07-16,Antoine Morel
LED00636,Rajesh,Wijaya,Ministry of Defense Indonesia,Indonesia,Asia,Dubai Airshow,Nurturing,35,Cold,False,,Falcon 6X,2019-05-28,2020-11-22,Antoine Morel
LED00637,Fatima,Papadopoulos,Ministry of Defense Spain,Spain,Europe,Embassy Referral,Nurturing,89,Hot,False,,Spare Parts Package,2018-06-18,2023-11-03,Sophie Leclerc
LED00638,Hans,Hassan,Air Force Germany,Germany,Europe,Partner Network,New,73,Hot,False,,Rafale F4,2018-04-01,2020-08-26,Jean-Pierre Martin
LED00639,Budi,Al-Rashid,Air Force Qatar,Qatar,Middle East,Dubai Airshow,Converted,84,Hot,True,ACC0007,Training Program,2019-10-31,2023-11-12,Isabelle Bernard
LED00640,Carlos,Singh,Ministry of Defense Qatar,Qatar,Middle East,Air Show Le Bourget,Disqualified,23,Cold,False,,Rafale F4,2018-06-29,2022-12-25,Marc Dupont
LED00641,Klaus,Al-Sabah,Air Force France,France,Europe,Air Show Le Bourget,Disqualified,46,Warm,False,,Rafale F4,2021-02-14,2024-07-30,Jean-Pierre Martin
LED00642,Klaus,García,Air Force Qatar,Qatar,Middle East,Embassy Referral,New,83,Hot,False,,Offset Industrial Package,2020-03-02,2022-07-02,Isabelle Bernard
LED00643,Siti,Papadopoulos,Ministry of Defense Croatia,Croatia,Europe,DSEI London,Converted,96,Hot,True,ACC0020,Upgrade EW Suite,2018-09-25,2024-11-10,Jean-Pierre Martin
LED00644,Mohammed,García,Air Force Indonesia,Indonesia,Asia,Air Show Le Bourget,Converted,59,Warm,True,ACC0009,Spare Parts Package,2019-08-19,2022-07-12,Jean-Pierre Martin
LED00645,Khaled,García,Ministry of Defense Qatar,Qatar,Middle East,Dubai Airshow,Working,79,Hot,False,,Offset Industrial Package,2022-06-04,2024-04-13,Antoine Morel
LED00646,Yiannis,Müller,Ministry of Defense Germany,Germany,Europe,Dubai Airshow,Converted,50,Warm,True,ACC0013,Offset Industrial Package,2024-02-29,2024-08-06,Jean-Pierre Martin
LED00647,Priya,Al-Farsi,Air Force Qatar,Qatar,Middle East,LinkedIn,Working,75,Hot,False,,Falcon 8X,2021-07-08,2024-11-15,Sophie Leclerc
LED00648,Priya,Patel,Air Force Croatia,Croatia,Europe,Air Show Le Bourget,Working,46,Warm,False,,Training Program,2022-04-12,2022-07-01,Isabelle Bernard
LED00649,Khaled,Santoso,Air Force UAE,UAE,Middle East,Air Show Le Bourget,Nurturing,76,Hot,False,,Falcon 6X,2024-03-24,2024-07-07,Sophie Leclerc
LED00650,Hans,Sharma,Air Force Spain,Spain,Europe,DSEI London,Working,74,Hot,False,,Rafale F3-R,2022-03-06,2022-04-25,Jean-Pierre Martin
LED00651,Hamad,Sharma,Air Force France,France,Europe,Euronaval,Nurturing,38,Cold,False,,Spare Parts Package,2020-10-21,2022-11-28,Marc Dupont
LED00652,Fatima,García,Air Force Indonesia,Indonesia,Asia,Embassy Referral,Nurturing,63,Warm,False,,Falcon 10X,2021-08-31,2023-06-06,Isabelle Bernard
LED00653,Rajesh,López,Air Force Croatia,Croatia,Europe,LinkedIn,Nurturing,96,Hot,False,,Falcon 10X,2024-01-11,2024-06-22,Sophie Leclerc
LED00654,Ivana,Patel,Air Force Spain,Spain,Europe,Dubai Airshow,New,77,Hot,False,,Spare Parts Package,2019-06-20,2024-05-17,Isabelle Bernard
LED00655,Priya,Al-Farsi,Air Force France,France,Europe,Aero India Bangalore,Nurturing,98,Hot,False,,MRO Contract Rafale,2021-03-30,2024-08-17,Antoine Morel
LED00656,Hamad,Al-Thani,Air Force UAE,UAE,Middle East,LinkedIn,New,6,Cold,False,,Falcon 8X,2022-10-09,2023-08-06,Sophie Leclerc
LED00657,Klaus,Nasser,Air Force Indonesia,Indonesia,Asia,Partner Network,Converted,61,Warm,True,ACC0011,Offset Industrial Package,2023-04-26,2023-07-03,Isabelle Bernard
LED00658,Ahmed,Patel,Ministry of Defense Egypt,Egypt,Africa,Air Show Le Bourget,Working,10,Cold,False,,Upgrade EW Suite,2019-02-14,2021-12-08,Antoine Morel
LED00659,Rajesh,Al-Farsi,Air Force India,India,Asia,Embassy Referral,Converted,0,Cold,True,ACC0017,Spare Parts Package,2024-01-08,2024-09-10,Isabelle Bernard
LED00660,Yiannis,Kumar,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Working,10,Cold,False,,Falcon 10X,2022-01-07,2024-07-08,Sophie Leclerc
LED00661,Ahmed,Papadopoulos,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,21,Cold,True,ACC0030,Falcon 8X,2022-10-07,2022-11-30,Sophie Leclerc
LED00662,Amit,Horvat,Air Force UAE,UAE,Middle East,Euronaval,Converted,94,Hot,True,ACC0023,Offset Industrial Package,2023-05-15,2024-06-13,Antoine Morel
LED00663,Sunita,García,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Working,70,Hot,False,,Falcon 8X,2019-11-23,2021-08-18,Sophie Leclerc
LED00664,Amit,García,Air Force Spain,Spain,Europe,DSEI London,Converted,88,Hot,True,ACC0025,Falcon 10X,2023-08-25,2023-09-18,Jean-Pierre Martin
LED00665,Yiannis,Singh,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,39,Cold,True,ACC0028,Falcon 6X,2021-03-14,2021-08-18,Jean-Pierre Martin
LED00666,Klaus,Marić,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Disqualified,19,Cold,False,,Training Program,2023-01-07,2024-10-03,Jean-Pierre Martin
LED00667,Ivana,Müller,Ministry of Defense Croatia,Croatia,Europe,Partner Network,Working,99,Hot,False,,Falcon 8X,2020-04-24,2023-01-21,Sophie Leclerc
LED00668,Ahmed,Al-Sabah,Air Force UAE,UAE,Middle East,Air Show Le Bourget,Nurturing,71,Hot,False,,Rafale F3-R,2019-11-27,2023-07-30,Antoine Morel
LED00669,Priya,García,Air Force Egypt,Egypt,Africa,Air Show Le Bourget,Converted,77,Hot,True,ACC0021,Falcon 6X,2020-10-08,2020-12-14,Isabelle Bernard
LED00670,Carlos,Schmidt,Ministry of Defense Qatar,Qatar,Middle East,Dubai Airshow,Nurturing,92,Hot,False,,MRO Contract Rafale,2019-08-17,2024-05-18,Sophie Leclerc
LED00671,Siti,Hassan,Ministry of Defense India,India,Asia,Euronaval,Disqualified,4,Cold,False,,Spare Parts Package,2019-03-02,2024-02-08,Isabelle Bernard
LED00672,Hamad,García,Air Force Spain,Spain,Europe,Euronaval,Converted,8,Cold,True,ACC0030,MRO Contract Rafale,2021-11-15,2023-05-04,Marc Dupont
LED00673,Sunita,Hassan,Air Force India,India,Asia,Embassy Referral,Working,68,Warm,False,,Offset Industrial Package,2024-01-01,2024-04-21,Isabelle Bernard
LED00674,Ivana,Schmidt,Air Force India,India,Asia,DSEI London,Converted,82,Hot,True,ACC0018,Training Program,2021-08-05,2024-05-29,Antoine Morel
LED00675,Miguel,Al-Rashid,Ministry of Defense Spain,Spain,Europe,Euronaval,Working,94,Hot,False,,Upgrade EW Suite,2024-05-15,2024-09-23,Sophie Leclerc
LED00676,Khalid,Al-Farsi,Air Force Greece,Greece,Europe,Air Show Le Bourget,Nurturing,40,Warm,False,,Training Program,2019-06-29,2023-04-23,Sophie Leclerc
LED00677,Hans,Marić,Ministry of Defense Indonesia,Indonesia,Asia,Euronaval,New,29,Cold,False,,Spare Parts Package,2019-01-02,2021-11-01,Sophie Leclerc
LED00678,Miguel,Nikolaou,Air Force France,France,Europe,Euronaval,Converted,26,Cold,True,ACC0008,Falcon 6X,2020-07-16,2023-09-22,Jean-Pierre Martin
LED00679,Rajesh,Nasser,Ministry of Defense Egypt,Egypt,Africa,Aero India Bangalore,Converted,82,Hot,True,ACC0006,Offset Industrial Package,2023-08-10,2023-11-25,Sophie Leclerc
LED00680,Nikos,Al-Farsi,Air Force Germany,Germany,Europe,Air Show Le Bourget,Disqualified,71,Hot,False,,Rafale F4,2019-11-19,2019-12-19,Sophie Leclerc
LED00681,Khaled,Nikolaou,Air Force France,France,Europe,Dubai Airshow,New,0,Cold,False,,Rafale F4,2023-11-09,2023-12-02,Jean-Pierre Martin
LED00682,Klaus,Santoso,Air Force Indonesia,Indonesia,Asia,Partner Network,New,15,Cold,False,,Rafale F4,2018-12-09,2022-03-05,Jean-Pierre Martin
LED00683,Ahmed,López,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Disqualified,37,Cold,False,,Rafale F3-R,2020-09-26,2023-06-11,Marc Dupont
LED00684,Klaus,Al-Rashid,Ministry of Defense Spain,Spain,Europe,Embassy Referral,New,82,Hot,False,,Offset Industrial Package,2021-07-13,2023-04-21,Jean-Pierre Martin
LED00685,Yiannis,Nasser,Ministry of Defense India,India,Asia,Air Show Le Bourget,Converted,25,Cold,True,ACC0001,MRO Contract Rafale,2018-03-11,2021-04-26,Marc Dupont
LED00686,Fatima,Al-Rashid,Ministry of Defense Croatia,Croatia,Europe,Embassy Referral,Working,9,Cold,False,,Spare Parts Package,2018-07-08,2023-04-01,Marc Dupont
LED00687,Sunita,Müller,Ministry of Defense Egypt,Egypt,Africa,DSEI London,Disqualified,1,Cold,False,,Rafale F4,2022-05-29,2024-05-18,Sophie Leclerc
LED00688,Khaled,Schmidt,Ministry of Defense India,India,Asia,Euronaval,Nurturing,57,Warm,False,,Offset Industrial Package,2019-02-16,2022-02-21,Antoine Morel
LED00689,Ante,Santoso,Air Force India,India,Asia,Partner Network,Converted,66,Warm,True,ACC0018,Falcon 6X,2022-02-13,2022-12-11,Antoine Morel
LED00690,Hans,Nasser,Air Force Indonesia,Indonesia,Asia,Aero India Bangalore,Converted,68,Warm,True,ACC0020,Training Program,2024-05-01,2024-11-17,Jean-Pierre Martin
LED00691,Miguel,Al-Farsi,Air Force Spain,Spain,Europe,Dubai Airshow,Nurturing,55,Warm,False,,Training Program,2023-11-01,2024-09-10,Jean-Pierre Martin
LED00692,Hamad,Patel,Air Force India,India,Asia,LinkedIn,Converted,47,Warm,True,ACC0003,Offset Industrial Package,2022-10-23,2024-01-31,Isabelle Bernard
LED00693,Nikos,Al-Rashid,Ministry of Defense Germany,Germany,Europe,Air Show Le Bourget,New,30,Cold,False,,MRO Contract Rafale,2018-12-23,2024-01-27,Antoine Morel
LED00694,Ante,Kumar,Ministry of Defense Indonesia,Indonesia,Asia,Aero India Bangalore,Working,1,Cold,False,,Offset Industrial Package,2018-11-19,2023-01-06,Sophie Leclerc
LED00695,Mohammed,Nikolaou,Air Force Croatia,Croatia,Europe,DSEI London,Working,46,Warm,False,,Falcon 10X,2021-07-11,2022-01-11,Sophie Leclerc
LED00696,Mohammed,Marić,Ministry of Defense Greece,Greece,Europe,Partner Network,Converted,49,Warm,True,ACC0027,Upgrade EW Suite,2018-11-02,2020-06-16,Marc Dupont
LED00697,Fatima,García,Air Force Germany,Germany,Europe,DSEI London,Nurturing,91,Hot,False,,Falcon 8X,2019-07-19,2022-12-05,Isabelle Bernard
LED00698,Carlos,Patel,Air Force Spain,Spain,Europe,LinkedIn,New,75,Hot,False,,Falcon 8X,2018-08-07,2019-10-12,Antoine Morel
LED00699,Amit,Al-Rashid,Ministry of Defense Greece,Greece,Europe,LinkedIn,Nurturing,47,Warm,False,,Falcon 8X,2018-07-05,2018-07-16,Antoine Morel
LED00700,Miguel,Kumar,Ministry of Defense France,France,Europe,Aero India Bangalore,Nurturing,46,Warm,False,,Rafale F3-R,2018-01-01,2018-09-17,Isabelle Bernard
LED00701,Yiannis,Al-Thani,Air Force Qatar,Qatar,Middle East,Dubai Airshow,Working,52,Warm,False,,Falcon 8X,2018-08-05,2021-09-18,Isabelle Bernard
LED00702,Carlos,Kumar,Air Force Spain,Spain,Europe,Aero India Bangalore,Disqualified,20,Cold,False,,Training Program,2021-09-05,2024-08-05,Antoine Morel
LED00703,Ivana,Hassan,Air Force France,France,Europe,Aero India Bangalore,Working,88,Hot,False,,Spare Parts Package,2023-01-28,2023-04-12,Isabelle Bernard
LED00704,Ante,Sharma,Air Force India,India,Asia,LinkedIn,New,61,Warm,False,,Offset Industrial Package,2021-12-10,2024-01-10,Jean-Pierre Martin
LED00705,Amit,Al-Thani,Air Force Croatia,Croatia,Europe,Aero India Bangalore,Disqualified,13,Cold,False,,Rafale F3-R,2018-12-19,2023-01-12,Sophie Leclerc
LED00706,Priya,Nikolaou,Air Force India,India,Asia,Partner Network,New,72,Hot,False,,Spare Parts Package,2018-06-29,2022-01-04,Jean-Pierre Martin
LED00707,Siti,López,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Disqualified,32,Cold,False,,Upgrade EW Suite,2018-12-21,2022-08-22,Marc Dupont
LED00708,Miguel,Marić,Ministry of Defense France,France,Europe,Dubai Airshow,Nurturing,72,Hot,False,,Spare Parts Package,2022-08-20,2023-08-07,Sophie Leclerc
LED00709,Ahmed,Schmidt,Ministry of Defense Greece,Greece,Europe,Euronaval,Converted,60,Warm,True,ACC0017,Falcon 8X,2022-08-21,2023-12-19,Sophie Leclerc
LED00710,Priya,García,Air Force Spain,Spain,Europe,Euronaval,Working,10,Cold,False,,Falcon 8X,2018-10-17,2022-09-26,Antoine Morel
LED00711,Klaus,Santoso,Ministry of Defense UAE,UAE,Middle East,Embassy Referral,Working,87,Hot,False,,MRO Contract Rafale,2023-04-03,2024-06-24,Marc Dupont
LED00712,Khaled,García,Ministry of Defense Qatar,Qatar,Middle East,Dubai Airshow,Nurturing,19,Cold,False,,Spare Parts Package,2018-09-05,2019-02-11,Isabelle Bernard
LED00713,Klaus,Marić,Ministry of Defense UAE,UAE,Middle East,Partner Network,Nurturing,75,Hot,False,,Upgrade EW Suite,2020-10-26,2022-07-09,Sophie Leclerc
LED00714,Khaled,Papadopoulos,Ministry of Defense UAE,UAE,Middle East,LinkedIn,Disqualified,48,Warm,False,,MRO Contract Rafale,2021-05-05,2023-03-20,Jean-Pierre Martin
LED00715,Sunita,Nikolaou,Ministry of Defense Croatia,Croatia,Europe,Partner Network,Converted,35,Cold,True,ACC0012,Rafale F4,2022-05-31,2023-06-07,Isabelle Bernard
LED00716,Hans,Sharma,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Working,72,Hot,False,,MRO Contract Rafale,2018-02-09,2021-09-30,Jean-Pierre Martin
LED00717,Hans,Al-Farsi,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Converted,80,Hot,True,ACC0004,Rafale F4,2018-04-23,2019-06-07,Isabelle Bernard
LED00718,Nikos,Singh,Ministry of Defense Egypt,Egypt,Africa,Embassy Referral,Disqualified,76,Hot,False,,Training Program,2018-03-20,2022-07-30,Jean-Pierre Martin
LED00719,Ivana,Singh,Ministry of Defense France,France,Europe,Aero India Bangalore,New,81,Hot,False,,Falcon 10X,2022-02-28,2024-02-13,Jean-Pierre Martin
LED00720,Yiannis,Singh,Ministry of Defense India,India,Asia,Aero India Bangalore,Converted,10,Cold,True,ACC0029,Offset Industrial Package,2020-01-17,2022-01-17,Jean-Pierre Martin
LED00721,Ahmed,Singh,Air Force France,France,Europe,Air Show Le Bourget,Converted,53,Warm,True,ACC0007,Falcon 8X,2018-07-27,2022-06-17,Antoine Morel
LED00722,Priya,Nikolaou,Air Force Croatia,Croatia,Europe,Euronaval,Disqualified,81,Hot,False,,Training Program,2021-10-23,2022-05-15,Isabelle Bernard
LED00723,Sunita,López,Ministry of Defense France,France,Europe,Dubai Airshow,Nurturing,59,Warm,False,,Rafale F3-R,2018-07-22,2021-02-20,Jean-Pierre Martin
LED00724,Klaus,Kumar,Air Force India,India,Asia,Air Show Le Bourget,Working,50,Warm,False,,Offset Industrial Package,2020-06-04,2021-02-01,Jean-Pierre Martin
LED00725,Fatima,Sharma,Ministry of Defense Qatar,Qatar,Middle East,Euronaval,Disqualified,16,Cold,False,,Falcon 10X,2020-05-28,2020-10-06,Jean-Pierre Martin
LED00726,Hans,Schmidt,Ministry of Defense Germany,Germany,Europe,Euronaval,Disqualified,12,Cold,False,,Upgrade EW Suite,2021-10-11,2023-10-16,Marc Dupont
LED00727,Priya,Patel,Air Force Qatar,Qatar,Middle East,Dubai Airshow,Nurturing,87,Hot,False,,Rafale F3-R,2019-08-24,2019-12-23,Isabelle Bernard
LED00728,Khaled,López,Air Force Germany,Germany,Europe,Partner Network,New,73,Hot,False,,Upgrade EW Suite,2018-03-20,2018-11-15,Jean-Pierre Martin
LED00729,Khalid,Wijaya,Air Force Croatia,Croatia,Europe,Embassy Referral,Working,61,Warm,False,,Falcon 8X,2020-09-16,2024-09-22,Sophie Leclerc
LED00730,Ivana,Kumar,Air Force Germany,Germany,Europe,Dubai Airshow,Working,36,Cold,False,,Training Program,2022-03-16,2023-06-28,Isabelle Bernard
LED00731,Sunita,Kumar,Air Force Qatar,Qatar,Middle East,Aero India Bangalore,New,41,Warm,False,,Falcon 6X,2019-10-21,2021-12-06,Marc Dupont
LED00732,Yiannis,Marić,Air Force France,France,Europe,Euronaval,Working,50,Warm,False,,Offset Industrial Package,2019-03-10,2019-11-15,Sophie Leclerc
LED00733,Ahmed,Kumar,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Working,28,Cold,False,,Rafale F3-R,2019-01-26,2019-07-08,Isabelle Bernard
LED00734,Ante,Al-Rashid,Ministry of Defense Qatar,Qatar,Middle East,Air Show Le Bourget,New,31,Cold,False,,Falcon 6X,2024-01-25,2024-02-01,Sophie Leclerc
LED00735,Nikos,Schmidt,Ministry of Defense Egypt,Egypt,Africa,DSEI London,Working,49,Warm,False,,Falcon 10X,2020-06-19,2024-04-08,Marc Dupont
LED00736,Ante,Marić,Air Force Qatar,Qatar,Middle East,Partner Network,Disqualified,96,Hot,False,,Offset Industrial Package,2024-04-23,2024-11-29,Sophie Leclerc
LED00737,Klaus,Al-Thani,Air Force France,France,Europe,DSEI London,Converted,75,Hot,True,ACC0008,Falcon 6X,2022-10-01,2023-12-04,Sophie Leclerc
LED00738,Hamad,Hassan,Air Force France,France,Europe,Air Show Le Bourget,Working,58,Warm,False,,Training Program,2023-11-03,2023-11-15,Antoine Morel
LED00739,Hamad,Horvat,Ministry of Defense India,India,Asia,Aero India Bangalore,New,56,Warm,False,,Upgrade EW Suite,2021-11-11,2021-11-23,Sophie Leclerc
LED00740,Hans,Al-Thani,Air Force Indonesia,Indonesia,Asia,Dubai Airshow,Disqualified,89,Hot,False,,Upgrade EW Suite,2019-02-10,2020-07-03,Antoine Morel
LED00741,Fatima,Al-Farsi,Ministry of Defense India,India,Asia,Partner Network,Working,87,Hot,False,,Upgrade EW Suite,2019-01-22,2023-12-15,Sophie Leclerc
LED00742,Miguel,Nikolaou,Ministry of Defense Qatar,Qatar,Middle East,LinkedIn,Nurturing,70,Hot,False,,Training Program,2021-07-05,2022-06-12,Jean-Pierre Martin
LED00743,Amit,Horvat,Air Force Spain,Spain,Europe,Embassy Referral,New,66,Warm,False,,Offset Industrial Package,2018-07-26,2020-12-26,Jean-Pierre Martin
LED00744,Hamad,Wijaya,Air Force Germany,Germany,Europe,Embassy Referral,Nurturing,19,Cold,False,,Falcon 10X,2023-05-19,2023-07-12,Jean-Pierre Martin
LED00745,Rajesh,Sharma,Air Force France,France,Europe,Aero India Bangalore,Converted,92,Hot,True,ACC0007,Offset Industrial Package,2019-10-28,2021-06-22,Antoine Morel
LED00746,Priya,García,Air Force UAE,UAE,Middle East,Aero India Bangalore,Converted,17,Cold,True,ACC0009,Training Program,2019-09-29,2021-04-21,Sophie Leclerc
LED00747,Sunita,López,Ministry of Defense Spain,Spain,Europe,Aero India Bangalore,New,95,Hot,False,,Falcon 6X,2022-09-23,2024-09-09,Jean-Pierre Martin
LED00748,Priya,García,Ministry of Defense India,India,Asia,Aero India Bangalore,New,16,Cold,False,,Falcon 8X,2020-05-01,2021-07-23,Sophie Leclerc
LED00749,Mohammed,Horvat,Air Force Croatia,Croatia,Europe,Aero India Bangalore,Working,63,Warm,False,,Falcon 6X,2019-06-05,2019-08-28,Sophie Leclerc
LED00750,Carlos,Nasser,Air Force Indonesia,Indonesia,Asia,DSEI London,Disqualified,42,Warm,False,,Rafale F3-R,2022-07-26,2023-07-13,Antoine Morel
LED00751,Miguel,Al-Farsi,Ministry of Defense Croatia,Croatia,Europe,Dubai Airshow,Nurturing,58,Warm,False,,Falcon 6X,2022-06-18,2022-10-31,Jean-Pierre Martin
LED00752,Khalid,Müller,Air Force France,France,Europe,Air Show Le Bourget,New,76,Hot,False,,Offset Industrial Package,2018-10-31,2019-04-16,Sophie Leclerc
LED00753,Ante,García,Air Force Egypt,Egypt,Africa,Dubai Airshow,New,100,Hot,False,,Spare Parts Package,2020-10-12,2022-12-23,Sophie Leclerc
LED00754,Mohammed,Al-Rashid,Air Force Germany,Germany,Europe,Aero India Bangalore,Converted,10,Cold,True,ACC0017,Rafale F3-R,2020-04-11,2022-05-02,Isabelle Bernard
LED00755,Khaled,Horvat,Ministry of Defense Indonesia,Indonesia,Asia,LinkedIn,Nurturing,50,Warm,False,,Falcon 8X,2018-06-16,2019-05-26,Antoine Morel
LED00756,Carlos,Müller,Ministry of Defense Qatar,Qatar,Middle East,Embassy Referral,New,46,Warm,False,,Training Program,2021-03-21,2023-08-21,Isabelle Bernard
